loan_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,zip_code,addr_state,desc
3500.0, 36 months,18.75,127.86,D,D3,RENT,41000.0,Not Verified,2013-05-01,1,credit_card,16.19,Jan-2001,5.0,0.0,7181.0,80.7,14.0,f,Individual,0.0,0.0,241xx,VA,  Borrower added on 04/30/13 > I am going to use this loan to payoff one card entirely and reduce another one by half. I recently paid off a $6000 loan and was never late. I have a stable job and have been with our company over 6 yrs. This loan would benefit me by reducing high interest charges. Thanks for your kind consideration<br>
7200.0, 36 months,16.29,254.17,C,C4,RENT,47000.0,Not Verified,2012-08-01,0,debt_consolidation,21.07,Jun-2005,14.0,0.0,17440.0,51.5,18.0,f,Individual,0.0,0.0,191xx,PA,"  Borrower added on 08/10/12 > I am paying high interest in credit cards. If granted, your loan will help me to consolidate my debt into one single account with lower interest. I want to be debt free soon.<br>"
14675.0, 60 months,15.1,349.89,C,C2,MORTGAGE,48000.0,Verified,2013-11-01,0,debt_consolidation,21.75,Jan-2007,11.0,0.0,9364.0,48.5,16.0,w,Individual,2.0,0.0,871xx,NM,  Borrower added on 11/08/13 > Pay off certain high interest credit cards and balance on car.  Make 1 monthly payment that is less money than I currently pay monthly.<br>
21000.0, 36 months,12.35,701.02,B,B4,MORTGAGE,78000.0,Verified,2013-07-01,1,debt_consolidation,30.44,Mar-1985,11.0,0.0,36134.0,64.0,21.0,f,Individual,1.0,0.0,701xx,LA,  Borrower added on 06/20/13 > I am planning to pay some credit cards in full as well as pay down on some of them.  The interest rate on some of these is maybe double the amount of this Debt Consolidation loan.  Thank you very much.<br>
2200.0, 36 months,16.99,78.43,D,D1,RENT,29000.0,Verified,2013-12-01,1,credit_card,30.09,Feb-2000,11.0,1.0,9847.0,88.7,44.0,f,Individual,0.0,0.0,333xx,FL,  Borrower added on 12/30/13 > Conslidation<br>
24375.0, 36 months,22.9,942.28,E,E4,MORTGAGE,160000.0,Source Verified,2013-12-01,1,home_improvement,18.07,Aug-2004,16.0,0.0,14655.0,68.4,35.0,f,Individual,4.0,0.0,640xx,MO,  Borrower added on 12/08/13 > I have engineered drawings that will add 300 sq. ft to the house and remodel 2 bathrooms and the kitchen and do some bill consolidation.<br>
10000.0, 36 months,7.51,311.11,A,A3,RENT,75000.0,Not Verified,2012-01-01,1,debt_consolidation,20.07,Sep-2001,10.0,0.0,17711.0,31.4,21.0,f,Individual,,0.0,087xx,NJ,  Borrower added on 01/17/12 > Using this to pay off 2 credit cards.<br>
10000.0, 36 months,15.31,348.18,C,C2,RENT,65000.0,Verified,2013-03-01,1,credit_card,7.29,Mar-1998,4.0,0.0,11759.0,84.6,8.0,w,Individual,0.0,0.0,900xx,CA,  Borrower added on 02/16/13 > Over the yearsI've incurred credit card dept on 4 cards.I do not miss payments &amp; always pay more than the minimum. I'm looking for lower interest rates. Rates that cc companies charge are high &amp; make paying off the cards more difficult.<br>
9200.0, 36 months,16.29,324.77,C,C4,RENT,58800.0,Source Verified,2013-01-01,0,debt_consolidation,15.33,Jun-2002,6.0,0.0,14792.0,95.4,16.0,f,Individual,0.0,0.0,752xx,TX,  Borrower added on 12/26/12 > Consolidation of two high interest rate credit cards.<br><br>  Borrower added on 12/27/12 > Consolidating two credit card balances with high interest rates of 25.99% into the rate offered by Lending Club Corp. at 16.29%.<br>
16800.0, 60 months,14.33,393.79,C,C1,MORTGAGE,58000.0,Verified,2012-08-01,1,debt_consolidation,28.84,Mar-2002,8.0,0.0,14810.0,50.5,28.0,f,Individual,3.0,0.0,705xx,LA,"  Borrower added on 08/07/12 > I did some remodeling to my house, I used a citi, home depot and rooms to go credit card. Just wanting to consolidate into one payment to pay this off.<br>"
7825.0, 36 months,15.61,273.6,C,C3,MORTGAGE,42000.0,Not Verified,2013-12-01,1,debt_consolidation,7.23,Oct-2005,8.0,0.0,4301.0,63.2,20.0,w,Individual,0.0,0.0,612xx,IL,  Borrower added on 12/02/13 > I have accumulated credit card debt out of college and making the purchase of my home. I just need to see this debt go down instead of making minimum payments. One payment will make this easier for me.<br>
12000.0, 36 months,8.9,381.04,A,A5,MORTGAGE,96369.0,Not Verified,2013-05-01,1,debt_consolidation,11.59,Nov-2000,8.0,0.0,6293.0,46.6,22.0,f,Individual,1.0,0.0,945xx,CA,  Borrower added on 04/29/13 > Debt consolidation<br>
2500.0, 36 months,10.99,81.84,B,B2,MORTGAGE,32000.0,Source Verified,2014-03-01,1,credit_card,9.79,Oct-1997,7.0,1.0,2947.0,20.5,30.0,f,Individual,8.0,1.0,980xx,WA,  Borrower added on 03/13/14 > To pay off a credit card that has a 24% interest charge. Will help free up a little bit of spending money.<br>
14075.0, 36 months,17.77,507.23,D,D1,MORTGAGE,39000.0,Verified,2013-03-01,1,debt_consolidation,23.97,Jan-2001,11.0,0.0,7234.0,46.4,19.0,f,Individual,1.0,0.0,774xx,TX,  Borrower added on 03/04/13 > This loan is to help my me become debt free in three years. We are determined to one day become a lender and no longer a borrower. This is our first step to that dream.<br>
15000.0, 60 months,11.99,333.6,B,B3,MORTGAGE,40000.0,Verified,2013-11-01,1,debt_consolidation,17.01,Feb-1989,18.0,0.0,27620.0,37.3,39.0,f,Individual,2.0,0.0,245xx,VA,  Borrower added on 11/21/13 > GOING TO CONSOLIDATE ALL MY CREDIT CARDS AND BILLS SO THAT I HAVE JUST THAT ONE BILL.<br>
30000.0, 36 months,10.99,982.02,B,B2,MORTGAGE,124000.0,Verified,2014-01-01,1,debt_consolidation,15.73,Jun-1994,11.0,0.0,25196.0,78.7,30.0,f,Individual,5.0,0.0,210xx,MD,"  Borrower added on 01/15/14 > Loan will be used to reduce credit debt, better short term pay off for vehicle and at a better rate. Free up income in the short,medium and long terms<br>"
24000.0, 60 months,17.56,603.72,D,D1,MORTGAGE,199000.0,Verified,2013-08-01,1,debt_consolidation,17.41,Jun-1996,18.0,0.0,26220.0,97.5,45.0,f,Individual,6.0,0.0,945xx,CA,  Borrower added on 08/20/13 > We have experienced unusally high expenses this year due to unplanned events and are seeking a debt consolidation loan to get us through this period of time...thank you for your consideration!<br>
12000.0, 36 months,6.62,368.45,A,A2,RENT,64942.0,Not Verified,2012-03-01,1,debt_consolidation,19.75,Nov-1997,17.0,0.0,20898.0,45.4,39.0,f,Individual,0.0,0.0,981xx,WA,  Borrower added on 03/19/12 > New PhD paying down student debt.<br>
27000.0, 60 months,15.31,646.73,C,C2,MORTGAGE,107000.0,Verified,2013-05-01,0,credit_card,23.68,Aug-1989,19.0,0.0,29616.0,45.6,46.0,f,Individual,1.0,0.0,223xx,VA,  Borrower added on 05/09/13 > GET OUT OF DEBT FASTER<br>
15000.0, 36 months,8.9,476.3,A,A5,RENT,127400.0,Verified,2014-02-01,1,debt_consolidation,15.17,Oct-2001,14.0,0.0,34126.0,60.4,27.0,f,Individual,3.0,0.0,200xx,DC,  Borrower added on 02/25/14 > Primarily to reduce payments on  unexpected major expenses related to long term (over 12 months) family illness and corresponding funeral expenses.<br>
30000.0, 36 months,14.33,1030.15,C,C2,MORTGAGE,105000.0,Verified,2013-09-01,1,debt_consolidation,12.91,Jan-2006,12.0,1.0,20271.0,58.4,16.0,f,Individual,3.0,1.0,800xx,CO,  Borrower added on 09/09/13 > To pay of the credit cards and consolidate myself.<br>
6400.0, 36 months,13.11,215.99,B,B4,OWN,45000.0,Source Verified,2012-09-01,1,car,6.83,Dec-1997,3.0,0.0,28566.0,87.6,6.0,f,Individual,1.0,0.0,481xx,MI,"  Borrower added on 08/29/12 > Auto<br><br>  Borrower added on 08/30/12 > This is for a dream Jeep, so my son will have his first car<br><br> Borrower added on 08/30/12 > already has a full time job and will make the payments<br>"
