loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,zip_code,addr_state,desc,fico_range_low,fico_range_high,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,acc_open_past_24mths,credit_history_years,has_past_delinq,total_pymnt,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,funded_amnt
35000.0, 60 months,22.95,985.67,F,F1,10.0,MORTGAGE,85000.0,Verified,2012-11-01,1,debt_consolidation,27.78,1989-02-01,16.0,0.0,33956.0,80.7,28.0,f,Individual,3.0,0.0,074xx,NJ,  Borrower added on 11/20/12 > Consolidate debts to make 1 easy payment versus 4 or 5 different payments<br>,675.0,679.0,2.0,0.0,16.0,5.0,23.748117727583846,1,58232.61082316309,35000.0,23134.05,0.0,0.0,35000.0
30750.0, 60 months,21.98,848.94,E,E4,10.0,MORTGAGE,145000.0,Verified,2013-05-01,1,debt_consolidation,3.89,2002-10-01,9.0,0.0,10042.0,77.2,24.0,f,Individual,1.0,0.0,970xx,OR,"  Borrower added on 05/09/13 > Pay taxes, debt consolidation<br>",660.0,664.0,0.0,0.0,82.0,3.0,10.581793292265571,1,50129.3083560604,30750.0,19379.31,0.0,0.0,30750.0
32350.0, 60 months,12.12,721.58,B,B3,4.0,MORTGAGE,82000.0,Source Verified,2012-08-01,1,vacation,0.48,1998-03-01,4.0,0.0,753.0,2.8,7.0,f,Individual,0.0,0.0,900xx,CA,  Borrower added on 08/01/12 > My husband and I will be moving and living abroad for a year to experience and see the world.<br>,795.0,799.0,0.0,0.0,999.0,0.0,14.420260095824778,0,42677.419985537,32350.0,10327.42,0.0,0.0,32350.0
10000.0, 36 months,17.27,357.88,C,C5,5.0,RENT,75000.0,Not Verified,2013-05-01,1,credit_card,6.69,1996-07-01,6.0,0.0,8343.0,33.7,13.0,f,Individual,0.0,0.0,112xx,NY,  Borrower added on 04/21/13 > to pay my higher credit card<br><br> Borrower added on 04/21/13 > to pay my higher interest credit card.<br>,680.0,684.0,2.0,2.0,19.0,5.0,16.83230663928816,1,10423.5332315169,10000.0,423.53,0.0,0.0,10000.0
33600.0, 60 months,15.31,804.82,C,C2,10.0,RENT,96000.0,Verified,2012-07-01,1,other,15.31,1998-08-01,8.0,0.0,19479.0,45.4,26.0,f,Individual,1.0,0.0,982xx,WA,"  Borrower added on 07/06/12 > I am trying to get the loan to consolidate my debt and use some extra money to remodel my home.  I own a home in San Jose, CA and it is rented out as of now.<br>",720.0,724.0,0.0,0.0,999.0,2.0,13.91649555099247,0,38413.6452284735,33600.0,4813.65,0.0,0.0,33600.0
18000.0, 60 months,17.77,454.84,D,D1,6.0,RENT,55163.0,Verified,2013-02-01,1,debt_consolidation,14.07,1996-11-01,28.0,0.0,3115.0,11.6,48.0,f,Individual,0.0,0.0,920xx,CA,"  Borrower added on 02/04/13 > Hi everyone!  <br><br>I'm just looking to consolidate some debt into one low payment at a great rate.  If you ever have any questions, please feel free to leave me a message.  <br><br>Thanks for the help and happy investing!<br>",730.0,734.0,0.0,0.0,999.0,9.0,16.251882272416154,0,24575.6500105191,18000.0,6575.65,0.0,0.0,18000.0
9925.0, 36 months,18.49,361.26,D,D2,0.0,RENT,67000.0,Not Verified,2013-04-01,1,debt_consolidation,9.19,2006-01-01,16.0,0.0,13993.0,88.6,18.0,f,Individual,2.0,0.0,023xx,MA,  Borrower added on 03/21/13 > I am looking to pay off my credit cards so that I will be able to start saving that money for my son's college education.  I am hoping that I will be able to pay off this loan faster than the 36 months. Thank you.<br>,665.0,669.0,0.0,2.0,999.0,7.0,7.2470910335386725,0,12936.249221118602,9925.0,3011.25,0.0,0.0,9925.0
18000.0, 60 months,24.7,525.17,G,G1,5.0,RENT,250000.0,Verified,2013-03-01,1,moving,8.26,1998-04-01,4.0,0.0,2607.0,49.2,21.0,f,Individual,2.0,0.0,212xx,MD,  Borrower added on 02/16/13 > Consolidation of debt and moving expenses to prepare for a new chapter in our lives<br><br> Borrower added on 02/16/13 > Consolidate moving expenses and current debts.<br>,675.0,679.0,0.0,2.0,39.0,3.0,14.915811088295689,1,23506.6877089043,18000.0,5506.69,0.0,0.0,18000.0
12000.0, 36 months,15.8,420.71,C,C3,1.0,RENT,46000.0,Source Verified,2012-09-01,1,debt_consolidation,7.8,1983-02-01,9.0,0.0,2448.0,58.3,23.0,f,Individual,0.0,0.0,920xx,CA,  Borrower added on 09/05/12 > I have worked diligently the last couple years to pay off my debt. I would like this loan to consolidate a few remaining accounts with high interest rates to put myself in a better place.<br>,675.0,679.0,1.0,3.0,12.0,2.0,29.582477754962355,1,14447.8354307211,12000.0,2447.84,0.0,0.0,12000.0
32875.0, 36 months,15.61,1149.47,C,C4,10.0,RENT,72488.0,Verified,2014-01-01,1,debt_consolidation,17.24,1997-08-01,18.0,0.0,24406.0,68.0,41.0,f,Individual,0.0,0.0,023xx,MA,  Borrower added on 01/03/14 > Consolidation.<br>,685.0,689.0,0.0,0.0,29.0,3.0,16.418891170431213,1,40895.170000802296,32875.0,8020.17,0.0,0.0,32875.0
5750.0, 36 months,13.67,195.61,B,B5,0.0,OWN,15000.0,Source Verified,2012-06-01,0,major_purchase,14.0,2003-08-01,5.0,0.0,10160.0,87.6,12.0,f,Individual,0.0,0.0,856xx,AZ,  Borrower added on 06/01/12 > To purchase an RV<br>,675.0,679.0,0.0,0.0,999.0,2.0,8.83504449007529,0,5705.089999999987,4255.68,1217.49,216.97,38.341800004,5750.0
12000.0, 36 months,14.33,412.06,C,C1,3.0,MORTGAGE,66263.0,Source Verified,2013-04-01,1,debt_consolidation,22.84,2001-07-01,9.0,0.0,5466.0,77.0,30.0,f,Individual,1.0,0.0,531xx,WI,"  Borrower added on 04/15/13 > It's time to pay this this debt off, and better my financial situation.<br>",670.0,674.0,0.0,1.0,36.0,6.0,11.75085557837098,1,12685.1619989718,12000.0,685.16,0.0,0.0,12000.0
16000.0, 60 months,17.27,399.97,C,C5,0.0,RENT,60000.0,Source Verified,2013-01-01,1,debt_consolidation,24.6,2002-04-01,19.0,0.0,16016.0,57.8,49.0,w,Individual,3.0,0.0,916xx,CA,  Borrower added on 12/28/12 > Consolidate all credit card debt into one more manageable payment and start saving money.<br>,670.0,674.0,0.0,0.0,60.0,4.0,10.754277891854894,1,20897.7472819103,16000.0,4897.75,0.0,0.0,16000.0
19500.0, 60 months,24.5,566.65,F,F3,10.0,MORTGAGE,60000.0,Verified,2013-09-01,1,credit_card,31.56,1996-10-01,11.0,0.0,14032.0,59.7,32.0,f,Individual,4.0,0.0,360xx,AL,  Borrower added on 08/19/13 > To pay off all loans. So I have 1 payment.<br>,665.0,669.0,1.0,4.0,14.0,4.0,16.917180013689254,1,29228.2300019457,19500.0,9728.23,0.0,0.0,19500.0
19500.0, 60 months,14.64,460.23,C,C3,10.0,MORTGAGE,45000.0,Source Verified,2014-03-01,1,debt_consolidation,15.71,2004-02-01,17.0,0.0,19615.0,34.3,26.0,f,Individual,3.0,0.0,011xx,MA,  Borrower added on 03/13/14 > Consolidate bills<br>,710.0,714.0,0.0,0.0,999.0,7.0,10.078028747433265,0,27613.528867057797,19500.0,8113.53,0.0,0.0,19500.0
14400.0, 36 months,15.8,504.85,C,C3,10.0,RENT,82000.0,Source Verified,2013-03-01,1,credit_card,22.19,2001-02-01,16.0,0.0,14495.0,48.3,25.0,f,Individual,0.0,0.0,908xx,CA,  Borrower added on 03/09/13 > Pay off all credit cards<br><br> Borrower added on 03/10/13 > Need to payoff bank &amp; retail  credit cards.Paying double &amp; some triple abv min.payments but interest &amp; fees are making hard to paydown.Have paid some off  in the past 3 months<br>,705.0,709.0,0.0,6.0,999.0,6.0,12.0766598220397,0,17800.0299891075,14400.0,3400.03,0.0,0.0,14400.0
14400.0, 36 months,14.09,492.79,B,B5,10.0,RENT,72000.0,Not Verified,2013-03-01,1,credit_card,19.35,1996-10-01,15.0,0.0,18876.0,91.2,45.0,w,Individual,2.0,0.0,331xx,FL,"  Borrower added on 02/21/13 > My loan is to pay off credit cards which was at a normal apr,but increased when i short sold my home because of a personal life break up and denied a remodification on home loan...I have never been late on any payments...even today ..wanna pay off debt to buy a new home and continue my education.<br>",675.0,679.0,2.0,0.0,17.0,1.0,16.413415468856947,1,16044.0636121643,14400.0,1644.06,0.0,0.0,14400.0
12000.0, 36 months,6.62,368.45,A,A2,8.0,MORTGAGE,70000.0,Not Verified,2012-05-01,1,credit_card,9.46,1992-06-01,9.0,0.0,12028.0,44.7,12.0,f,Individual,1.0,0.0,925xx,CA,"  Borrower added on 04/19/12 > I recently bought a house, and I used a zero interest credit card to finance repairs to the house. The zero interest grace period has ended, and I would like to use this loan to pay the money back with less expense.  Thanks!<br>",740.0,744.0,0.0,0.0,999.0,7.0,19.915126625598905,0,13263.9599979792,12000.0,1263.96,0.0,0.0,12000.0
9000.0, 36 months,18.25,326.51,D,D2,5.0,RENT,83000.0,Not Verified,2013-09-01,1,debt_consolidation,15.38,2002-05-01,10.0,0.0,5360.0,94.0,21.0,f,Individual,0.0,0.0,900xx,CA,  Borrower added on 09/05/13 > My loan will be used to pay down an existing loan that I have with a substantially higher interest rate.<br>,660.0,664.0,1.0,0.0,14.0,2.0,11.33744010951403,1,10413.6916435906,9000.0,1413.69,0.0,0.0,9000.0
9000.0, 36 months,11.99,298.89,B,B3,1.0,MORTGAGE,89000.0,Not Verified,2014-01-01,1,debt_consolidation,17.73,2004-02-01,9.0,0.0,3838.0,54.1,30.0,f,Individual,1.0,0.0,774xx,TX,  Borrower added on 01/22/14 > Just need consolidate High Interest rate cards<br>,680.0,684.0,1.0,0.0,8.0,4.0,9.91649555099247,1,9798.0600019888,9000.0,798.06,0.0,0.0,9000.0
35000.0, 36 months,11.99,1162.34,B,B3,0.0,MORTGAGE,150000.0,Source Verified,2013-12-01,1,debt_consolidation,13.34,1988-08-01,14.0,0.0,31906.0,57.4,37.0,f,Individual,2.0,0.0,850xx,AZ,  Borrower added on 12/30/13 > To consolidate credit card debt so that I can be debt free much faster than if I pay the credit cards individually.<br>,715.0,719.0,0.0,2.0,999.0,10.0,25.333333333333332,0,40059.8999903858,35000.0,5059.9,0.0,0.0,35000.0
18000.0, 36 months,8.9,571.56,A,A5,9.0,MORTGAGE,156000.0,Not Verified,2013-12-01,1,debt_consolidation,13.38,1986-07-01,13.0,0.0,18897.0,56.2,33.0,w,Individual,3.0,0.0,365xx,AL,  Borrower added on 11/25/13 > Need loan to pay off higher interest rate credit cards and do some home repairs.<br>,705.0,709.0,0.0,3.0,999.0,6.0,27.419575633127995,0,20576.0701243612,18000.0,2576.07,0.0,0.0,18000.0
9000.0, 60 months,14.47,211.62,C,C2,10.0,OWN,45000.0,Verified,2014-01-01,1,debt_consolidation,21.97,1996-02-01,13.0,0.0,3127.0,16.0,22.0,f,Individual,2.0,0.0,800xx,CO,  Borrower added on 01/24/14 > The loan is to consolidate credit card loans into one monthly payment<br>,690.0,694.0,0.0,0.0,50.0,5.0,17.916495550992472,1,11745.8900038423,9000.0,2745.89,0.0,0.0,9000.0
23800.0, 60 months,22.95,670.25,F,F1,10.0,MORTGAGE,62000.0,Verified,2012-07-01,1,debt_consolidation,31.26,1984-05-01,13.0,0.0,17046.0,73.8,31.0,f,Individual,4.0,0.0,809xx,CO,  Borrower added on 07/02/12 > I am an enlisted member with 16 years active duty military.  This loan will allow me to get back on the right path financially.<br>,670.0,674.0,0.0,0.0,33.0,6.0,28.16700889801506,1,40211.8956488736,23800.0,16411.9,0.0,0.0,23800.0
12000.0, 36 months,16.29,423.61,C,C4,5.0,RENT,50000.0,Not Verified,2013-02-01,1,credit_card,11.09,2006-09-01,4.0,0.0,16430.0,89.0,6.0,f,Individual,0.0,0.0,980xx,WA,  Borrower added on 02/08/13 > paying off multiple credit cards<br>,675.0,679.0,0.0,0.0,999.0,1.0,6.420260095824777,0,13827.4287633719,12000.0,1827.43,0.0,0.0,12000.0
14500.0, 36 months,14.33,497.91,C,C1,10.0,RENT,63000.0,Not Verified,2013-04-01,1,debt_consolidation,14.25,1992-07-01,10.0,0.0,9404.0,42.9,24.0,f,Individual,0.0,0.0,531xx,WI,  Borrower added on 04/18/13 > i want this loan to get all credit card bills paid off fast and on one payment with cheaper interest thank you<br>,695.0,699.0,0.0,2.0,29.0,4.0,20.750171115674195,1,16434.861251611,14500.0,1934.86,0.0,0.0,14500.0
15000.0, 60 months,15.31,359.3,C,C2,6.0,MORTGAGE,40000.0,Verified,2013-05-01,1,debt_consolidation,25.8,1999-11-01,15.0,0.0,18598.0,71.8,32.0,f,Individual,2.0,0.0,306xx,GA,"  Borrower added on 05/06/13 > My loan is to consolidate all of my debt into one lower monthly payment.  With all of my other expenses going up, I just could not pay any extra on credit cards, and at least this way everything will be paid off at the end of the loan.<br>",690.0,694.0,5.0,1.0,16.0,3.0,13.49760438056126,1,21557.5031019088,15000.0,6557.5,0.0,0.0,15000.0
13500.0, 36 months,6.03,410.88,A,A1,1.0,MORTGAGE,85000.0,Not Verified,2014-01-01,1,debt_consolidation,9.59,2002-05-01,6.0,0.0,14250.0,38.7,26.0,w,Individual,6.0,0.0,983xx,WA,  Borrower added on 01/13/14 > Doing some cleanup of some debt I acquired when I was young and dumb!<br>,745.0,749.0,0.0,0.0,999.0,2.0,11.671457905544148,0,14778.673938163502,13500.0,1278.67,0.0,0.0,13500.0
17000.0, 36 months,8.9,539.81,A,A5,2.0,MORTGAGE,79000.0,Source Verified,2014-01-01,1,debt_consolidation,30.72,2002-02-01,19.0,0.0,15311.0,22.4,39.0,f,Individual,2.0,0.0,224xx,VA,  Borrower added on 12/26/13 > Debt Consolidation<br>,755.0,759.0,0.0,0.0,999.0,11.0,11.915126625598905,0,19463.3707286284,17000.0,2436.38,0.0,0.0,17000.0
15975.0, 36 months,13.11,539.11,B,B4,0.0,MORTGAGE,41000.0,Not Verified,2013-02-01,1,debt_consolidation,29.12,2001-03-01,8.0,0.0,32210.0,91.2,16.0,f,Individual,2.0,0.0,027xx,MA,  Borrower added on 01/30/13 > I paid for my school tuition with multiple credit cards and now I'm trying to consolidate the debt. I haven't been late or missed a payment in 18 years. Thank You for considering my application.<br>,695.0,699.0,0.0,1.0,999.0,1.0,11.9233401779603,0,19073.30999938,15975.0,3098.31,0.0,0.0,15975.0
35000.0, 60 months,21.0,946.87,E,E2,10.0,MORTGAGE,150000.0,Verified,2013-06-01,1,debt_consolidation,17.63,1999-05-01,11.0,0.0,32830.0,13.7,34.0,f,Individual,6.0,0.0,951xx,CA,  Borrower added on 05/31/13 > Debt Consolidation<br>,745.0,749.0,0.0,3.0,999.0,8.0,14.08624229979466,0,36220.1463761252,35000.0,1220.15,0.0,0.0,35000.0
5925.0, 36 months,15.61,207.17,C,C5,0.0,RENT,35000.0,Verified,2014-03-01,1,debt_consolidation,27.19,2009-12-01,11.0,0.0,7076.0,55.3,18.0,w,Individual,0.0,0.0,195xx,PA,  Borrower added on 03/13/14 > I would like the money to consolidate my credit cards into one amount at a better rate<br>,665.0,669.0,1.0,1.0,14.0,5.0,4.246406570841889,1,7313.5,5925.0,1388.5,0.0,0.0,5925.0
7000.0, 36 months,12.12,232.91,B,B3,10.0,MORTGAGE,57600.0,Not Verified,2012-11-01,1,credit_card,8.96,1996-11-01,7.0,1.0,8773.0,74.3,28.0,f,Individual,1.0,1.0,144xx,NY,  Borrower added on 10/31/12 > Pay off credit cards<br>,695.0,699.0,0.0,1.0,999.0,1.0,16.0,0,8150.197131995199,7000.0,1150.2,0.0,0.0,7000.0
8400.0, 60 months,19.99,222.51,E,E1,2.0,OWN,120000.0,Verified,2012-07-01,1,other,5.93,1989-04-01,19.0,0.0,3093.0,35.1,26.0,f,Individual,0.0,0.0,907xx,CA,  Borrower added on 06/17/12 > I am using this loan to pay down a credit card and invest in advertising for my business.<br>,670.0,674.0,0.0,1.0,40.0,14.0,23.249828884325805,1,13349.7747148396,8400.0,4949.77,0.0,0.0,8400.0
10000.0, 36 months,16.29,353.01,C,C4,5.0,OWN,70000.0,Verified,2013-06-01,1,home_improvement,12.34,2002-04-01,8.0,0.0,10003.0,54.7,15.0,f,Individual,0.0,0.0,322xx,FL,"  Borrower added on 05/29/13 > I want to remodel two of my rooms. Re-do the carpet, paint, and new furniture. Also need to fix my septic system.<br>",675.0,679.0,0.0,1.0,999.0,5.0,11.16769336071184,0,12708.0720365517,10000.0,2708.07,0.0,0.0,10000.0
12000.0, 60 months,18.25,306.36,D,D3,5.0,RENT,47000.0,Source Verified,2014-02-01,1,credit_card,30.98,2002-06-01,42.0,0.0,18092.0,52.3,63.0,w,Individual,0.0,0.0,380xx,TN,  Borrower added on 02/11/14 > Paid off credit card debt<br>,660.0,664.0,0.0,0.0,999.0,2.0,11.671457905544148,0,18381.161428991298,12000.0,6381.16,0.0,0.0,12000.0
20000.0, 60 months,22.45,557.51,F,F1,0.0,RENT,48000.0,Source Verified,2012-07-01,0,debt_consolidation,16.72,2004-09-01,7.0,0.0,7388.0,61.6,9.0,f,Individual,0.0,0.0,956xx,CA,"  Borrower added on 06/18/12 > After a recent relocation our various expenses have become spread out among too many sources.  Now that we are on track again, I'd like to simplify it all.<br>",665.0,669.0,0.0,0.0,999.0,4.0,7.83025325119781,0,13380.24,5485.09,7881.09,14.06,0.0,20000.0
9600.0, 36 months,8.9,304.84,A,A5,2.0,OWN,83800.0,Source Verified,2013-07-01,1,debt_consolidation,21.98,1967-07-01,11.0,0.0,10368.0,72.0,33.0,f,Individual,0.0,0.0,928xx,CA,  Borrower added on 07/09/13 > I want to pay off money mangement  to get a lower monthly payment.<br>,715.0,719.0,0.0,0.0,999.0,1.0,46.001368925393564,0,10966.4900060148,9600.0,1366.49,0.0,0.0,9600.0
11100.0, 60 months,18.25,283.38,D,D3,0.0,OWN,32000.0,Verified,2013-12-01,1,debt_consolidation,7.61,1986-01-01,7.0,0.0,10111.0,47.2,30.0,f,Individual,0.0,0.0,926xx,CA,"  Borrower added on 12/10/13 > I would like to payoff some credit card debt, and fix my truck.  I am not sure how much my mechanical repairs will cost, but I have to fix it in order to pass the smog test, and register the vehicle.<br>",715.0,719.0,0.0,0.0,999.0,2.0,27.915126625598905,0,11270.8713178476,11100.0,170.87,0.0,0.0,11100.0
6500.0, 36 months,6.03,197.84,A,A1,5.0,MORTGAGE,100000.0,Source Verified,2012-06-01,1,debt_consolidation,10.12,1984-01-01,17.0,0.0,6007.0,23.2,55.0,f,Individual,7.0,0.0,871xx,NM,"  Borrower added on 06/07/12 > I will be using this to payoff my credit cards.  Macy's, Old Navy, Kohl's, VS and Dillard's.  Thank you!<br>",780.0,784.0,0.0,0.0,999.0,3.0,28.416153319644078,0,6957.9646327294995,6500.0,457.96,0.0,0.0,6500.0
12000.0, 60 months,14.64,283.22,C,C3,7.0,MORTGAGE,88000.0,Verified,2014-03-01,1,debt_consolidation,13.68,1995-11-01,14.0,0.0,20582.0,46.6,32.0,f,Individual,2.0,0.0,913xx,CA,  Borrower added on 03/03/14 > Pay off High Interest Credit cards<br>,665.0,669.0,0.0,0.0,999.0,6.0,18.32991101984942,0,15283.5900030521,12000.0,3283.59,0.0,0.0,12000.0
8000.0, 36 months,16.99,285.19,D,D1,4.0,OWN,50000.0,Not Verified,2014-01-01,1,debt_consolidation,18.31,2006-06-01,10.0,0.0,8924.0,54.4,18.0,f,Individual,0.0,0.0,295xx,SC,  Borrower added on 01/07/14 > I am seeking a loan for debt consolidation..<br>,660.0,664.0,0.0,2.0,41.0,6.0,7.586584531143052,1,9470.78,8000.0,1470.78,0.0,0.0,8000.0
3275.0, 36 months,15.31,114.03,C,C2,10.0,MORTGAGE,40000.0,Verified,2012-11-01,1,debt_consolidation,27.33,1991-06-01,17.0,0.0,30517.0,65.8,33.0,w,Individual,1.0,0.0,760xx,TX,  Borrower added on 11/14/12 > To pay off dental debts for dentures I need to get and another credit card.<br>,670.0,674.0,0.0,2.0,999.0,3.0,21.420944558521562,0,4097.1100005781,3275.0,822.11,0.0,0.0,3275.0
4000.0, 36 months,6.62,122.82,A,A2,7.0,MORTGAGE,75000.0,Not Verified,2012-09-01,1,home_improvement,8.75,1996-03-01,18.0,0.0,1680.0,4.1,39.0,f,Individual,2.0,0.0,906xx,CA,"  Borrower added on 09/01/12 > My summer treat was to remodel the laundry room. After working on the the dryer pipe, the smell of gas wouldn't dissipate. At 1AM I head to bed &amp; the smell is as strong as ever. At 2AM our gas is shut off &amp; at 7AM the gas company confirms that there is an underground leak. So here I am, please help!<br>",760.0,764.0,0.0,0.0,33.0,3.0,16.503764544832308,1,4368.769999999999,4000.0,368.77,0.0,0.0,4000.0
