loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,zip_code,addr_state,desc,fico_range_low,fico_range_high,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,acc_open_past_24mths,credit_history_years,has_past_delinq
16000.0, 36 months,14.09,547.55,B,B5,7.0,MORTGAGE,58655.0,Source Verified,2013-02-01,1,debt_consolidation,20.7,1994-07-01,16.0,0.0,9401.0,49.0,28.0,f,Individual,1.0,0.0,977xx,OR,  Borrower added on 02/14/13 > I would like to pay off all of my credit cards.<br>,685.0,689.0,0.0,0.0,57.0,8.0,18.590006844626966,1
5000.0, 36 months,14.98,173.28,C,C3,3.0,RENT,46970.0,Verified,2014-03-01,1,credit_card,22.36,1989-09-01,16.0,0.0,12450.0,37.7,33.0,f,Individual,0.0,0.0,940xx,CA,  Borrower added on 02/05/14 > I would like to pay off some bills with high interest rates.<br>,660.0,664.0,4.0,3.0,2.0,6.0,24.49555099247091,1
20000.0, 36 months,12.12,665.44,B,B3,1.0,MORTGAGE,120000.0,Not Verified,2012-11-01,1,debt_consolidation,25.73,1994-12-01,11.0,0.0,25580.0,80.9,32.0,f,Individual,3.0,0.0,970xx,OR,"  Borrower added on 11/04/12 > I actually have a credit card that has an interest rate greater than this and simply don't have the free cash on hand to just pay it off outright, so this loan makes sense for me at this time.<br>",700.0,704.0,0.0,0.0,999.0,3.0,17.919233401779604,0
10000.0, 36 months,11.99,332.1,B,B3,10.0,MORTGAGE,65000.0,Source Verified,2014-02-01,1,debt_consolidation,14.92,1994-12-01,10.0,1.0,6235.0,33.9,29.0,f,Individual,4.0,1.0,923xx,CA,  Borrower added on 02/15/14 > This loan is to consolidate credit card debt and possible home improvements.<br>,675.0,679.0,0.0,0.0,46.0,9.0,19.170431211498972,1
14700.0, 36 months,11.14,482.24,B,B2,2.0,OWN,36792.0,Not Verified,2012-07-01,1,debt_consolidation,24.56,1992-07-01,11.0,0.0,16229.0,51.5,29.0,f,Individual,1.0,0.0,706xx,LA,  Borrower added on 07/06/12 > its to take care of credet card bills that was used to fix up my house.<br>,700.0,704.0,1.0,0.0,16.0,5.0,20.0,1
7100.0, 36 months,7.9,222.17,A,A4,7.0,RENT,75000.0,Not Verified,2012-04-01,1,debt_consolidation,11.46,2000-11-01,18.0,0.0,3757.0,19.0,21.0,f,Individual,0.0,0.0,117xx,NY,"  Borrower added on 03/27/12 > Going to use this to pay off my OneMainFinancial loan as the interest rate and payments are much cheaper and i can pay off the amount much faster<br><br> Borrower added on 03/27/12 > I will use this loan to replace another loan as the interest rate and payments are lower thus allowing me to pay it off sooner. I have been at my current job for 7 years (in a week) and it is a very stable, well paying, job that i know will not be going anywhere.<br>",725.0,729.0,0.0,2.0,999.0,3.0,11.41409993155373,0
6000.0, 36 months,17.27,214.73,C,C5,6.0,RENT,24000.0,Not Verified,2013-01-01,1,debt_consolidation,22.8,2001-03-01,11.0,0.0,14096.0,59.5,24.0,w,Individual,2.0,0.0,774xx,TX,  Borrower added on 01/08/13 > I need the loan to pay some of the amount that I owe in cerdict cards<br><br> Borrower added on 01/08/13 > The past two years have been really financially hard for me. I didn't have enough money to buy the things I needed.Everything I bough I put it on credit cards.This year I think is going to be better and I also need to pay my credit cards so I hope you can help me do that.<br>,670.0,674.0,0.0,2.0,53.0,4.0,11.838466803559204,1
16450.0, 60 months,22.47,458.74,E,E5,10.0,MORTGAGE,37000.0,Verified,2013-04-01,0,debt_consolidation,30.56,2002-11-01,12.0,1.0,15039.0,36.4,20.0,f,Individual,1.0,1.0,302xx,GA,  Borrower added on 03/26/13 > I want to consolidate all my credit cards and doctor bills into one monthly payment. I feel it will save me alot of interest on the credit cards. I would also like to paint the inside of my house and landscape my yard.<br>,675.0,679.0,0.0,1.0,999.0,5.0,10.414784394250514,0
8975.0, 36 months,10.16,290.28,B,B1,1.0,MORTGAGE,75000.0,Source Verified,2013-05-01,1,credit_card,8.69,2000-09-01,7.0,0.0,4337.0,55.6,21.0,f,Individual,1.0,0.0,912xx,CA,"  Borrower added on 04/28/13 > i would like to pay off all my credit cards, this loan would help me to make one monthly payment instead of 5 payments to 5 different cards.<br>",700.0,704.0,0.0,2.0,64.0,5.0,12.66255989048597,1
14000.0, 60 months,21.98,386.51,E,E4,9.0,MORTGAGE,95000.0,Verified,2013-06-01,1,credit_card,17.94,1998-11-01,21.0,0.0,21115.0,82.8,34.0,f,Individual,1.0,0.0,468xx,IN,  Borrower added on 05/29/13 > I am attempting to consolidate numerous debts into 1 easy payment.  This will afford me the opportunity to pay off all of my debts in a shorter amount of time and with a smaller amount of interest being paid.  Thank you for the opportunity to better my financial situation.<br>,665.0,669.0,0.0,2.0,64.0,3.0,14.581793292265573,1
18200.0, 60 months,18.25,464.64,D,D2,10.0,MORTGAGE,70000.0,Verified,2013-07-01,1,home_improvement,14.02,2007-05-01,10.0,1.0,1273.0,13.7,12.0,f,Individual,2.0,1.0,339xx,FL,"  Borrower added on 06/28/13 > This loan is for an inground pool. I just refinanced my home and cut my interest rate and term in half. This pool will add equity in my home and my plan is to get an equity loan next year to pay it off. My home already increased in value from 85000.00 to 121000.00 in four years, per my appraisal.<br>",725.0,729.0,0.0,6.0,999.0,6.0,6.168377823408624,0
35000.0, 60 months,21.49,956.55,E,E3,10.0,MORTGAGE,105200.0,Source Verified,2013-04-01,1,debt_consolidation,16.63,1994-12-01,11.0,1.0,28463.0,69.8,26.0,f,Individual,5.0,0.0,331xx,FL,  Borrower added on 03/24/13 > to consolidation some bills<br>,685.0,689.0,0.0,0.0,999.0,3.0,18.33264887063655,0
14000.0, 60 months,18.49,359.26,D,D2,6.0,MORTGAGE,48500.0,Verified,2013-05-01,0,debt_consolidation,30.41,1999-05-01,13.0,0.0,11601.0,80.6,31.0,f,Individual,1.0,0.0,704xx,LA,  Borrower added on 04/23/13 > We purchased a home (our first).  We used credit cards to buy things that we needed like a refridgerator and such.  I know that I will be paying on these card forever.  I really need some help.  My son is graduating next year and hate not to be able to have him have a great senior year.<br>,660.0,664.0,0.0,1.0,78.0,5.0,14.001368925393566,1
6500.0, 36 months,9.71,208.86,B,B1,10.0,RENT,45000.0,Not Verified,2013-09-01,1,credit_card,17.95,2001-08-01,10.0,0.0,14141.0,60.4,23.0,f,Individual,2.0,0.0,908xx,CA,"  Borrower added on 08/22/13 > I  would like to close and pay off my Chase credit card.  I am in good standiings,  and would  like to become  debt free. That is my  future goal.<br>   Thank you<br>",685.0,689.0,0.0,0.0,999.0,4.0,12.084873374401097,0
16000.0, 36 months,10.99,523.75,B,B2,3.0,RENT,80000.0,Not Verified,2013-12-01,1,credit_card,7.13,1995-04-01,13.0,0.0,17267.0,45.1,24.0,f,Individual,2.0,0.0,281xx,NC,  Borrower added on 12/24/13 > consolidate credit cards and have one monthly payment to get out of debt sooner<br>,685.0,689.0,0.0,2.0,62.0,12.0,18.6694045174538,1
14675.0, 36 months,14.33,503.92,C,C1,2.0,RENT,60000.0,Verified,2012-12-01,1,debt_consolidation,20.06,2005-08-01,19.0,0.0,4702.0,38.2,26.0,w,Individual,0.0,0.0,080xx,NJ,"  Borrower added on 12/13/12 > Had to spend a year receiving medical treatment which caused me to have to take a little bit of time off work, and I had to use some credit cards to make ends meet. I am back at work full time and would like to be able to pay off the credit cards I had to use during that time.<br>",660.0,664.0,0.0,0.0,47.0,8.0,7.3347022587268995,1
4500.0, 36 months,12.99,151.61,B,B5,1.0,RENT,48000.0,Not Verified,2014-03-01,0,debt_consolidation,12.95,1999-11-01,14.0,0.0,5968.0,36.2,30.0,f,Individual,0.0,0.0,029xx,RI,  Borrower added on 03/13/14 > To pay a credit cards off and have one payment I do not want to touch my saving account because that for emergency purpose only<br>,690.0,694.0,0.0,1.0,67.0,9.0,14.32991101984942,1
15000.0, 60 months,14.33,351.6,C,C1,10.0,MORTGAGE,210000.0,Verified,2013-06-01,1,debt_consolidation,3.27,1994-09-01,14.0,0.0,12346.0,36.2,31.0,f,Individual,8.0,0.0,334xx,FL,  Borrower added on 05/29/13 > Need to pay off the rest of my credit cards to help my daughter with her medical bills<br>,700.0,704.0,2.0,2.0,4.0,3.0,18.748802190280628,1
27300.0, 60 months,20.49,730.75,E,E1,10.0,RENT,61000.0,Verified,2012-11-01,1,car,26.68,1984-11-01,12.0,0.0,18180.0,44.0,26.0,f,Individual,1.0,0.0,554xx,MN,"  Borrower added on 11/04/12 > This Loan is to consolidate some other loans, credit cards, and to purchase a used SUV.<br>",700.0,704.0,1.0,0.0,8.0,2.0,28.0,1
16800.0, 36 months,12.12,558.97,B,B3,10.0,MORTGAGE,74000.0,Not Verified,2013-06-01,1,debt_consolidation,9.65,2000-06-01,10.0,1.0,6858.0,47.3,18.0,f,Individual,4.0,1.0,983xx,WA,  Borrower added on 05/28/13 > I have worked for the same company for 17 1/2 years. It is a stable company and I do not ever for see working anywhere else. I am going to use this money to pay off a car loan and 2 high interest credit cards. I need to pay the bank off for my car so that I may be able to sell or trade it.<br>,685.0,689.0,0.0,0.0,999.0,5.0,12.999315537303216,0
9000.0, 36 months,10.16,291.09,B,B1,10.0,MORTGAGE,60000.0,Not Verified,2012-07-01,1,credit_card,4.76,1983-08-01,12.0,0.0,10985.0,43.8,16.0,f,Individual,1.0,0.0,331xx,FL,"  Borrower added on 07/13/12 > Consolidate credit cards,improve credit score.<br>",705.0,709.0,0.0,0.0,999.0,8.0,28.917180013689254,0
18000.0, 36 months,15.61,629.37,C,C5,3.0,MORTGAGE,92056.48,Source Verified,2014-02-01,1,debt_consolidation,13.57,1997-12-01,13.0,0.0,4229.0,65.1,54.0,f,Individual,1.0,0.0,481xx,MI,  Borrower added on 02/18/14 > To consolidate the total debt in one single payment<br>,660.0,664.0,0.0,2.0,34.0,2.0,16.16974674880219,1
33950.0, 36 months,18.25,1231.64,D,D3,10.0,MORTGAGE,74000.0,Verified,2013-12-01,1,home_improvement,12.73,1992-09-01,12.0,1.0,754.0,2.8,36.0,f,Individual,11.0,0.0,370xx,TN,  Borrower added on 12/23/13 > Adding an addition to the house for my mother to be able to stay with us.<br><br> Borrower added on 12/23/13 > An addition to my home so that my mom can move in with us.<br>,745.0,749.0,0.0,3.0,81.0,8.0,21.248459958932237,1
4500.0, 36 months,14.33,154.53,C,C1,1.0,RENT,25000.0,Verified,2012-08-01,1,debt_consolidation,30.67,2005-10-01,11.0,0.0,7081.0,61.0,14.0,f,Individual,0.0,0.0,741xx,OK,  Borrower added on 08/15/12 > Debt consolidation<br>,665.0,669.0,5.0,0.0,18.0,5.0,6.833675564681725,1
24000.0, 36 months,13.11,809.93,B,B4,3.0,MORTGAGE,135000.0,Source Verified,2013-05-01,1,credit_card,14.94,1995-11-01,13.0,0.0,131363.0,87.1,26.0,f,Individual,2.0,0.0,852xx,AZ,  Borrower added on 04/22/13 > We want to get out from under the +20% APR's of the credit card companies and be back on the path to financial freedom.  Thank you all for your help!<br>,675.0,679.0,0.0,0.0,999.0,3.0,17.49760438056126,0
13000.0, 60 months,11.14,283.56,B,B2,1.0,RENT,67187.0,Verified,2013-05-01,1,debt_consolidation,14.95,1999-04-01,14.0,0.0,12943.0,33.0,29.0,f,Individual,0.0,0.0,770xx,TX,  Borrower added on 04/23/13 > Consolidate my debt to a lower rate and a single payment.<br>,765.0,769.0,0.0,0.0,999.0,2.0,14.08350444900753,0
9800.0, 36 months,8.9,311.19,A,A5,4.0,RENT,35000.0,Verified,2012-09-01,1,debt_consolidation,33.91,1996-01-01,6.0,0.0,18754.0,62.3,17.0,f,Individual,0.0,0.0,134xx,NY,  Borrower added on 09/15/12 > to close ou my Bank of America credit card that has a high interest rate<br>,715.0,719.0,0.0,0.0,999.0,3.0,16.66803559206023,0
24000.0, 36 months,13.11,809.93,B,B4,2.0,RENT,120000.0,Source Verified,2013-04-01,0,credit_card,13.98,1988-04-01,14.0,0.0,36923.0,75.5,18.0,f,Individual,0.0,0.0,331xx,FL,  Borrower added on 03/27/13 > To lower my rates .<br>,690.0,694.0,0.0,0.0,999.0,6.0,24.999315537303215,0
24000.0, 60 months,17.27,599.96,C,C5,7.0,MORTGAGE,75000.0,Verified,2012-12-01,0,credit_card,21.17,1996-05-01,12.0,0.0,19937.0,58.8,31.0,f,Individual,3.0,0.0,840xx,UT,  Borrower added on 12/16/12 > Im trying to consolidate credit card debt<br>,670.0,674.0,0.0,1.0,36.0,6.0,16.58590006844627,1
19925.0, 36 months,7.9,623.46,A,A4,10.0,MORTGAGE,140000.0,Not Verified,2013-02-01,1,credit_card,6.23,1996-10-01,14.0,0.0,22959.0,82.3,24.0,f,Individual,2.0,0.0,800xx,CO,  Borrower added on 01/21/13 > I have been eliminating these credit cards at the rate of $1200 per month so this loan should be no problem with the lower interest rate.<br>,705.0,709.0,0.0,1.0,42.0,0.0,16.33675564681725,1
8500.0, 36 months,12.12,282.81,B,B3,0.0,RENT,46562.0,Verified,2012-11-01,0,debt_consolidation,18.95,2006-07-01,15.0,0.0,6653.0,81.1,21.0,w,Individual,0.0,0.0,932xx,CA,"  Borrower added on 11/10/12 > A family member lost their job, so I stepped up to help him using the only thing I had available, my credit. Now my credit score is dropping and my interest rates are sky high. It's time I take charge of this before it ruins my credit.<br>",695.0,699.0,0.0,0.0,999.0,6.0,6.338124572210814,0
35000.0, 36 months,13.98,1195.88,C,C1,5.0,OWN,104000.0,Verified,2014-01-01,1,debt_consolidation,34.39,1999-07-01,13.0,0.0,22229.0,66.8,47.0,f,Individual,5.0,0.0,750xx,TX,"  Borrower added on 01/03/14 > I am using this loan to consolidate all my credit cards and unsecured loans, so I can have one form of payment for all<br>",685.0,689.0,1.0,1.0,9.0,6.0,14.505133470225871,1
10000.0, 36 months,10.16,323.43,B,B1,4.0,RENT,56000.0,Not Verified,2012-08-01,1,debt_consolidation,22.84,1991-10-01,10.0,0.0,31597.0,64.6,15.0,f,Individual,0.0,0.0,918xx,CA,"  Borrower added on 07/30/12 > This loan is to pay off the balance on a high-interest credit card.  This interest rate is less than half of what the bank is charging me, so I'll be able to pay off the loan quicker, and spend less on interest payments.  Everyone wins (except the bank).<br>",705.0,709.0,0.0,0.0,999.0,1.0,20.83504449007529,0
10000.0, 36 months,17.27,357.88,C,C5,7.0,MORTGAGE,42000.0,Verified,2013-01-01,1,debt_consolidation,28.91,1999-07-01,11.0,0.0,9059.0,93.4,21.0,f,Individual,1.0,0.0,335xx,FL,"  Borrower added on 01/03/13 > The desire for this loan is to help alleviate some stress from c/c debt that we put ourselves in. The APR's I currently have are too high and the amount my wife &amp; I pay monthly on them, barely makes a dent. Once this loan is funded, we'll be able to close them all out, and make 1 manageable payment.<br>",660.0,664.0,0.0,1.0,999.0,4.0,13.505817932922657,0
20000.0, 36 months,7.62,623.23,A,A3,0.0,MORTGAGE,145000.0,Source Verified,2012-07-01,1,home_improvement,12.74,1985-01-01,14.0,0.0,24274.0,55.9,21.0,f,Individual,3.0,0.0,890xx,NV,"  Borrower added on 07/10/12 > Paying a portion of the costs associated with constructing a pool, spa and landscaping<br>",820.0,824.0,0.0,1.0,999.0,2.0,27.496235455167692,0
20000.0, 36 months,6.03,608.72,A,A1,6.0,RENT,110000.0,Source Verified,2013-09-01,1,debt_consolidation,27.06,1975-11-01,24.0,0.0,26518.0,15.9,52.0,f,Individual,0.0,0.0,917xx,CA,  Borrower added on 08/27/13 > This loan will be used to consolidate higher interest credit card debt along with a dental procedure loan. This will lower my payments and allow me to submit just one monthly payment to one lender.<br>,750.0,754.0,0.0,0.0,999.0,4.0,37.83436002737851,0
16000.0, 60 months,19.22,416.99,D,D4,8.0,MORTGAGE,105000.0,Verified,2013-12-01,0,debt_consolidation,20.35,1997-11-01,17.0,1.0,16395.0,72.5,38.0,f,Individual,4.0,0.0,277xx,NC,  Borrower added on 12/30/13 > This  loan is for debt consolidation and this whole process was extremely easy.<br><br>  Borrower added on 12/31/13 > This has been a great experience and really glad I received the offer letter in the mail.<br>,670.0,674.0,1.0,2.0,16.0,9.0,16.082135523613964,1
17000.0, 60 months,17.27,424.97,C,C5,1.0,RENT,42000.0,Verified,2013-05-01,1,credit_card,33.66,2001-07-01,15.0,0.0,11707.0,42.3,24.0,f,Individual,0.0,0.0,916xx,CA,"  Borrower added on 05/13/13 > Please help me become debt free.  With this loan, I will consolidate high interest credit cards to one affordable payment and be debt free.  I am a full-time employee moving up within my company, with a good credit score, and I never miss payments.  Thank you for your consideration.<br>",695.0,699.0,0.0,1.0,56.0,2.0,11.83299110198494,1
